"rain_accum","arc_length","Points:0","Points:1","Points:2"
0,1.425e+05,67500,200,0
0,1.4265e+05,67650,200,0
0,1.428e+05,67800,200,0
0,1.4295e+05,67950,200,0
0,1.431e+05,68100,200,0
0,1.4325e+05,68250,200,0
0,1.434e+05,68400,200,0
0,1.4355e+05,68550,200,0
0,1.437e+05,68700,200,0
0,1.4385e+05,68850,200,0
0,1.44e+05,69000,200,0
0,1.4415e+05,69150,200,0
0,1.443e+05,69300,200,0
0,1.4445e+05,69450,200,0
0,1.446e+05,69600,200,0
0,1.4475e+05,69750,200,0
0,1.449e+05,69900,200,0
0,1.4505e+05,70050,200,0
0,1.452e+05,70200,200,0
0,1.4535e+05,70350,200,0
0,1.455e+05,70500,200,0
0,1.4565e+05,70650,200,0
0,1.458e+05,70800,200,0
0,1.4595e+05,70950,200,0
0,1.461e+05,71100,200,0
0,1.4625e+05,71250,200,0
0,1.464e+05,71400,200,0
0,1.4655e+05,71550,200,0
0,1.467e+05,71700,200,0
0,1.4685e+05,71850,200,0
0,1.47e+05,72000,200,0
0,1.4715e+05,72150,200,0
0,1.473e+05,72300,200,0
0,1.4745e+05,72450,200,0
0,1.476e+05,72600,200,0
0,1.4775e+05,72750,200,0
0,1.479e+05,72900,200,0
0,1.4805e+05,73050,200,0
0,1.482e+05,73200,200,0
0,1.4835e+05,73350,200,0
0,1.485e+05,73500,200,0
0,1.4865e+05,73650,200,0
0,1.488e+05,73800,200,0
0,1.4895e+05,73950,200,0
0,1.491e+05,74100,200,0
0,1.4925e+05,74250,200,0
0,1.494e+05,74400,200,0
0,1.4955e+05,74550,200,0
0,1.497e+05,74700,200,0
0,1.4985e+05,74850,200,0
0,1.5e+05,75000,200,0
